-639.87,-118.17,422.79,-73.292,58.818,12.358
-639.83,-117.18,422.94,-73.292,58.818,12.358
-639.8,-116.19,423.09,-73.292,58.818,12.358
-639.76,-115.2,423.23,-73.292,58.818,12.358
-639.73,-114.21,423.38,-73.292,58.818,12.358
-639.69,-113.22,423.53,-73.292,58.818,12.358
-639.66,-112.24,423.68,-73.292,58.818,12.358
-639.62,-111.25,423.83,-73.292,58.818,12.358
-639.58,-110.26,423.98,-73.292,58.818,12.358
-639.55,-109.27,424.13,-73.292,58.818,12.358
-639.51,-108.28,424.28,-73.292,58.818,12.358
-639.48,-107.29,424.43,-73.292,58.818,12.358
-639.44,-106.31,424.57,-73.292,58.818,12.358
-639.41,-105.32,424.72,-73.292,58.818,12.358
-639.37,-104.33,424.87,-73.292,58.818,12.358
-639.34,-103.34,425.02,-73.292,58.818,12.358
-639.3,-102.35,425.17,-73.292,58.818,12.358
-639.27,-101.37,425.32,-73.292,58.818,12.358
-639.23,-100.38,425.47,-73.292,58.818,12.358
-639.2,-99.389,425.62,-73.292,58.818,12.358
-639.16,-98.401,425.76,-73.292,58.818,12.358
-639.13,-97.412,425.91,-73.292,58.818,12.358
-639.09,-96.424,426.06,-73.292,58.818,12.358
-639.06,-95.436,426.21,-73.292,58.818,12.358
-639.02,-94.448,426.36,-73.292,58.818,12.358
-638.98,-93.46,426.51,-73.292,58.818,12.358
-638.95,-92.471,426.66,-73.292,58.818,12.358
-638.91,-91.483,426.81,-73.292,58.818,12.358
-638.88,-90.495,426.96,-73.292,58.818,12.358
-638.8,-89.738,427.45,-73.294,58.819,12.35
-638.64,-89.219,428.31,-73.295,58.819,12.338
-638.34,-88.951,429.58,-73.314,58.822,12.326
-637.87,-88.944,431.26,-73.364,58.831,12.315
-637.24,-89.208,433.36,-73.463,58.848,12.312
-636.51,-89.499,435.52,-73.636,58.878,12.322
-635.74,-89.817,437.7,-73.918,58.926,12.329
-634.99,-90.136,439.86,-74.297,58.99,12.32
-634.31,-90.458,441.98,-74.794,59.074,12.274
-633.73,-90.76,444.04,-75.374,59.171,12.186
-633.21,-91.054,446.06,-76.018,59.276,12.054
-632.77,-91.326,448.03,-76.68,59.382,11.91
-632.39,-91.587,449.96,-77.333,59.485,11.788
-632.1,-91.819,451.86,-77.901,59.575,11.749
-631.87,-92.036,453.74,-78.375,59.654,11.834
-631.75,-92.226,455.58,-78.685,59.713,12.103
-631.7,-92.412,457.4,-78.825,59.755,12.563
-631.75,-92.591,459.2,-78.762,59.776,13.248
-631.87,-92.779,460.98,-78.488,59.774,14.146
-632.08,-92.975,462.74,-78.005,59.745,15.247
-632.32,-93.203,464.51,-77.346,59.692,16.524
-632.61,-93.447,466.28,-76.491,59.605,17.982
-632.91,-93.73,468.06,-75.488,59.488,19.586
-633.26,-94.032,469.83,-74.36,59.339,21.32
-633.62,-94.364,471.62,-73.121,59.154,23.152
-634.02,-94.713,473.39,-71.818,58.936,25.036
-634.44,-95.097,475.15,-70.494,58.691,26.923
-634.89,-95.488,476.89,-69.177,58.419,28.738
-635.34,-95.918,478.62,-67.923,58.133,30.419
-635.81,-96.358,480.31,-66.79,57.85,31.88
-636.26,-96.831,481.97,-65.835,57.588,33.044
-636.71,-97.307,483.57,-65.236,57.411,33.717
-637.15,-97.801,485.1,-65.076,57.356,33.827
-637.62,-98.267,486.5,-65.528,57.48,33.198
-638.08,-98.723,487.77,-66.788,57.828,31.661
-638.57,-99.124,488.87,-69.039,58.398,29.028
-639.1,-99.498,489.81,-72.352,59.115,25.296
-639.67,-99.827,490.56,-76.88,59.874,20.322
-640.3,-100.13,491.17,-82.452,60.497,14.347
-641,-100.4,491.67,-88.763,60.824,7.7061
-641.78,-100.66,492.12,-95.264,60.766,1.0016
-642.66,-100.87,492.57,-101.31,60.354,-5.1014
-643.67,-101.04,493.06,-106.45,59.719,-10.144
-644.78,-101.15,493.62,-110.46,59.026,-13.973
-646.02,-101.17,494.27,-113.25,58.44,-16.509
-647.35,-101.12,495.03,-114.84,58.075,-17.83
-648.79,-100.98,495.88,-115.44,57.946,-18.206
-650.27,-100.79,496.83,-115.08,58.067,-17.679
-651.82,-100.58,497.85,-113.94,58.374,-16.44
-653.4,-100.39,498.95,-112.1,58.819,-14.524
-655,-100.23,500.11,-109.72,59.318,-12.092
-656.6,-100.14,501.34,-106.88,59.822,-9.1707
-658.21,-100.13,502.58,-103.78,60.264,-5.9797
-659.82,-100.19,503.85,-100.47,60.623,-2.5405
-661.43,-100.33,505.11,-97.195,60.869,0.87387
-663.03,-100.53,506.35,-94.044,61.006,4.162
-664.64,-100.78,507.56,-91.117,61.044,7.1882
-666.24,-101.06,508.74,-88.454,61.005,9.919
-667.84,-101.37,509.88,-86.075,60.906,12.305
-669.42,-101.71,510.99,-83.957,60.767,14.384
-670.99,-102.07,512.08,-82.072,60.599,16.172
-672.53,-102.44,513.15,-80.404,60.416,17.704
-674.06,-102.84,514.21,-78.898,60.221,19.05
-675.58,-103.23,515.25,-77.565,60.028,20.227
-677.12,-103.64,516.28,-76.35,59.834,21.298
-678.66,-104.02,517.29,-75.253,59.648,22.308
-680.23,-104.42,518.29,-74.202,59.462,23.332
-681.83,-104.81,519.27,-73.176,59.274,24.41
-683.46,-105.22,520.26,-72.127,59.074,25.576
-685.11,-105.64,521.24,-71.057,58.859,26.824
-686.77,-106.1,522.24,-69.953,58.625,28.147
-688.43,-106.58,523.23,-68.871,58.382,29.479
-690.08,-107.11,524.24,-67.824,58.131,30.778
-691.69,-107.67,525.25,-66.876,57.892,31.976
-693.27,-108.25,526.26,-66.043,57.671,33.046
-694.82,-108.86,527.28,-65.356,57.485,33.967
-696.31,-109.48,528.3,-64.8,57.331,34.744
-697.75,-110.1,529.34,-64.345,57.204,35.402
-699.14,-110.73,530.4,-63.932,57.087,36.002
